"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","Product Family","serviceCode","Location","Location Type","Tenancy","usageType","operation","CapabilityType","CPUType","EKSCapabilityUnits","EKSProductType","InstanceType","MemoryType","Region Code","serviceName","StorageType","TierType"
"245JPEBDB3V3N7GT","JRTCKXETXF","245JPEBDB3V3N7GT.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.45037 per hour for EKS Auto Mode management of g4dn.16xlarge in Africa (Cape Town)","2026-08-01","0","Inf","hours","0.4503700000","USD","Compute","AmazonEKS","Africa (Cape Town)","AWS Region",,"AFS1-EKS-Auto:g4dn.16xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","g4dn.16xlarge",,"af-south-1","Amazon Elastic Container Service for Kubernetes",,
"2478PZD7C8P5VPQM","JRTCKXETXF","2478PZD7C8P5VPQM.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.62208 per hour for EKS Auto Mode management of m5a.24xlarge in Asia Pacific (Singapore)","2026-08-01","0","Inf","hours","0.6220800000","USD","Compute","AmazonEKS","Asia Pacific (Singapore)","AWS Region",,"APS1-EKS-Auto:m5a.24xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","m5a.24xlarge",,"ap-southeast-1","Amazon Elastic Container Service for Kubernetes",,
"24BCPNBCHZTXKJ3G","JRTCKXETXF","24BCPNBCHZTXKJ3G.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.04047 per hour for EKS Auto Mode management of m8id.xlarge in Asia Pacific (Tokyo)","2026-08-01","0","Inf","hours","0.0404700000","USD","Compute","AmazonEKS","Asia Pacific (Tokyo)","AWS Region",,"APN1-EKS-Auto:m8id.xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","m8id.xlarge",,"ap-northeast-1","Amazon Elastic Container Service for Kubernetes",,
"24E7XE5QM6VX7X4G","JRTCKXETXF","24E7XE5QM6VX7X4G.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.08928 per hour for EKS Auto Mode management of i3.2xlarge in EU (Frankfurt)","2026-08-01","0","Inf","hours","0.0892800000","USD","Compute","AmazonEKS","EU (Frankfurt)","AWS Region",,"EUC1-EKS-Auto:i3.2xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","i3.2xlarge",,"eu-central-1","Amazon Elastic Container Service for Kubernetes",,
"24HM6B2GZKG5HRUS","JRTCKXETXF","24HM6B2GZKG5HRUS.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.00608 per hour for EKS Auto Mode management of c6i.32xlarge in South America (Sao Paulo)","2026-08-01","0","Inf","hours","1.0060800000","USD","Compute","AmazonEKS","South America (Sao Paulo)","AWS Region",,"SAE1-EKS-Auto:c6i.32xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","c6i.32xlarge",,"sa-east-1","Amazon Elastic Container Service for Kubernetes",,
"24J87AHBDHB32PXA","JRTCKXETXF","24J87AHBDHB32PXA.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00976 per hour for EKS Auto Mode management of m8gb.medium in EU (Ireland)","2026-08-01","0","Inf","hours","0.0097600000","USD","Compute","AmazonEKS","EU (Ireland)","AWS Region",,"EU-EKS-Auto:m8gb.medium-management-hours","EKSAutoUsage",,,,"AutoMode","m8gb.medium",,"eu-west-1","Amazon Elastic Container Service for Kubernetes",,
"24M3J7W974RJTRP6","JRTCKXETXF","24M3J7W974RJTRP6.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.50060 per hour for EKS Auto Mode management of r6in.metal in EU (Ireland)","2026-08-01","0","Inf","hours","1.5006000000","USD","Compute","AmazonEKS","EU (Ireland)","AWS Region",,"EU-EKS-Auto:r6in.metal-management-hours","EKSAutoUsage",,,,"AutoMode","r6in.metal",,"eu-west-1","Amazon Elastic Container Service for Kubernetes",,
"24MN32H2C2EVDC4B","JRTCKXETXF","24MN32H2C2EVDC4B.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.33048 per hour for EKS Auto Mode management of is4gen.4xlarge in EU (Frankfurt)","2026-08-01","0","Inf","hours","0.3304800000","USD","Compute","AmazonEKS","EU (Frankfurt)","AWS Region",,"EUC1-EKS-Auto:is4gen.4xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","is4gen.4xlarge",,"eu-central-1","Amazon Elastic Container Service for Kubernetes",,
"24NVFSFPUJ8RTQM8","JRTCKXETXF","24NVFSFPUJ8RTQM8.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.3668 per hour for EKS Auto Mode management of i3en.24xlarge in Mexico (Central)","2026-08-01","0","Inf","hours","1.3668000000","USD","Compute","AmazonEKS","Mexico (Central)","AWS Region",,"MXC1-EKS-Auto:i3en.24xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","i3en.24xlarge",,"mx-central-1","Amazon Elastic Container Service for Kubernetes",,
"24RYPJXW5TFG9BQY","JRTCKXETXF","24RYPJXW5TFG9BQY.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0257 per hour for EKS Auto Mode management of c7i.xlarge in AWS GovCloud (US-West)","2026-08-01","0","Inf","hours","0.0257000000","USD","Compute","AmazonEKS","AWS GovCloud (US-West)","AWS Region",,"UGW1-EKS-Auto:c7i.xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","c7i.xlarge",,"us-gov-west-1","Amazon Elastic Container Service for Kubernetes",,
"24UJS9V7JASCNBAQ","JRTCKXETXF","24UJS9V7JASCNBAQ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0175 per hour for EKS Auto Mode management of m8a.large in EU (Frankfurt)","2026-08-01","0","Inf","hours","0.0175000000","USD","Compute","AmazonEKS","EU (Frankfurt)","AWS Region",,"EUC1-EKS-Auto:m8a.large-management-hours","EKSAutoUsage",,,,"AutoMode","m8a.large",,"eu-central-1","Amazon Elastic Container Service for Kubernetes",,
"24VW96ERGZP3M9MM","JRTCKXETXF","24VW96ERGZP3M9MM.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.66943 per hour for EKS Auto Mode management of m6in.16xlarge in AWS GovCloud (US-West)","2026-08-01","0","Inf","hours","0.6694300000","USD","Compute","AmazonEKS","AWS GovCloud (US-West)","AWS Region",,"UGW1-EKS-Auto:m6in.16xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","m6in.16xlarge",,"us-gov-west-1","Amazon Elastic Container Service for Kubernetes",,
"24X8J32RNE2KNYMX","JRTCKXETXF","24X8J32RNE2KNYMX.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.005462 per KRO Capability Hour in Asia Pacific (Sydney)","2026-08-01","0","Inf","Hours","0.0054620000","USD","Compute","AmazonEKS","Asia Pacific (Sydney)","AWS Region",,"APS2-AmazonEKSCapabilities-KRO-Hours:perCapability","KROUsage","KRO",,"Hours:perCapability",,,,"ap-southeast-2","Amazon Elastic Container Service for Kubernetes",,
"24XYUUENFMSJ7S45","JRTCKXETXF","24XYUUENFMSJ7S45.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.11496 per hour for EKS Auto Mode management of i3en.2xlarge in Asia Pacific (Taipei)","2026-08-01","0","Inf","hours","0.1149600000","USD","Compute","AmazonEKS","Asia Pacific (Taipei)","AWS Region",,"APE2-EKS-Auto:i3en.2xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","i3en.2xlarge",,"ap-east-2","Amazon Elastic Container Service for Kubernetes",,
"24Z95Z4CKH4YHVUE","JRTCKXETXF","24Z95Z4CKH4YHVUE.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.20106 per hour for EKS Auto Mode management of m8g.8xlarge in US West (N. California)","2026-08-01","0","Inf","hours","0.2010600000","USD","Compute","AmazonEKS","US West (N. California)","AWS Region",,"USW1-EKS-Auto:m8g.8xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","m8g.8xlarge",,"us-west-1","Amazon Elastic Container Service for Kubernetes",,
"255CUNN2REA4EPT2","JRTCKXETXF","255CUNN2REA4EPT2.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.55296 per hour for EKS Auto Mode management of m5.metal in US East (Ohio)","2026-08-01","0","Inf","hours","0.5529600000","USD","Compute","AmazonEKS","US East (Ohio)","AWS Region",,"USE2-EKS-Auto:m5.metal-management-hours","EKSAutoUsage",,,,"AutoMode","m5.metal",,"us-east-2","Amazon Elastic Container Service for Kubernetes",,
"256M5NJ5ZPDM8FAF","JRTCKXETXF","256M5NJ5ZPDM8FAF.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.63867 per hour for EKS Auto Mode management of r8id.16xlarge in US West (Oregon)","2026-08-01","0","Inf","hours","0.6386700000","USD","Compute","AmazonEKS","US West (Oregon)","AWS Region",,"USW2-EKS-Auto:r8id.16xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","r8id.16xlarge",,"us-west-2","Amazon Elastic Container Service for Kubernetes",,
"259TQBFSWS7UP5NQ","JRTCKXETXF","259TQBFSWS7UP5NQ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.91123 per hour for EKS Auto Mode management of m6id.32xlarge in US East (N. Virginia)","2026-08-01","0","Inf","hours","0.9112300000","USD","Compute","AmazonEKS","US East (N. Virginia)","AWS Region",,"EKS-Auto:m6id.32xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","m6id.32xlarge",,"us-east-1","Amazon Elastic Container Service for Kubernetes",,
"259XQAKVHQKKMNUE","JRTCKXETXF","259XQAKVHQKKMNUE.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.7594 per hour for EKS Auto Mode management of r8g.24xlarge in EU (Ireland)","2026-08-01","0","Inf","hours","0.7594000000","USD","Compute","AmazonEKS","EU (Ireland)","AWS Region",,"EU-EKS-Auto:r8g.24xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","r8g.24xlarge",,"eu-west-1","Amazon Elastic Container Service for Kubernetes",,
"25ABRNXQNG7FUQ7X","JRTCKXETXF","25ABRNXQNG7FUQ7X.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.18758 per hour for EKS Auto Mode management of x8g.4xlarge in US East (Ohio)","2026-08-01","0","Inf","hours","0.1875800000","USD","Compute","AmazonEKS","US East (Ohio)","AWS Region",,"USE2-EKS-Auto:x8g.4xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","x8g.4xlarge",,"us-east-2","Amazon Elastic Container Service for Kubernetes",,
"25AE2VCD3Y6MSZM2","JRTCKXETXF","25AE2VCD3Y6MSZM2.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.63994 per hour for EKS Auto Mode management of m6a.metal in Asia Pacific (Hyderabad)","2026-08-01","0","Inf","hours","0.6399400000","USD","Compute","AmazonEKS","Asia Pacific (Hyderabad)","AWS Region",,"APS5-EKS-Auto:m6a.metal-management-hours","EKSAutoUsage",,,,"AutoMode","m6a.metal",,"ap-south-2","Amazon Elastic Container Service for Kubernetes",,
"25AR6GKJUS2Q6UB6","JRTCKXETXF","25AR6GKJUS2Q6UB6.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.07392 per hour for EKS Auto Mode management of r5ad.2xlarge in EU (London)","2026-08-01","0","Inf","hours","0.0739200000","USD","Compute","AmazonEKS","EU (London)","AWS Region",,"EUW2-EKS-Auto:r5ad.2xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","r5ad.2xlarge",,"eu-west-2","Amazon Elastic Container Service for Kubernetes",,
"25C4Z6CCY87FX7FD","JRTCKXETXF","25C4Z6CCY87FX7FD.JRTCKXETXF.6YS6EN2CT7","OnDemand","$6.90 per Hour for 4XL Provisioned Tier in Asia Pacific (New Zealand)","2026-08-01","0","Inf","Hours","6.9000000000","USD","Compute","AmazonEKS","Asia Pacific (New Zealand)","AWS Region",,"APS8-AmazonEKS-Hours:4XL-ProvisionedTier","ProvisionedControlPlaneUsage",,,,,,,"ap-southeast-6","Amazon Elastic Container Service for Kubernetes",,"HAProvisioned4XL"
"25CJD8BZMY69CKQN","JRTCKXETXF","25CJD8BZMY69CKQN.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.77304 per hour for EKS Auto Mode management of i4i.16xlarge in Asia Pacific (Tokyo)","2026-08-01","0","Inf","hours","0.7730400000","USD","Compute","AmazonEKS","Asia Pacific (Tokyo)","AWS Region",,"APN1-EKS-Auto:i4i.16xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","i4i.16xlarge",,"ap-northeast-1","Amazon Elastic Container Service for Kubernetes",,
"25D4EF3JNKJQS42K","JRTCKXETXF","25D4EF3JNKJQS42K.JRTCKXETXF.6YS6EN2CT7","OnDemand","$2.852 per hour for EKS Auto Mode management of i7i.48xlarge in Europe (Zurich)","2026-08-01","0","Inf","hours","2.8520000000","USD","Compute","AmazonEKS","Europe (Zurich)","AWS Region",,"EUC2-EKS-Auto:i7i.48xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","i7i.48xlarge",,"eu-central-2","Amazon Elastic Container Service for Kubernetes",,
"25E2RJFQBJKQX4DC","JRTCKXETXF","25E2RJFQBJKQX4DC.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.09379 per hour for EKS Auto Mode management of m6idn.2xlarge in Asia Pacific (Singapore)","2026-08-01","0","Inf","hours","0.0937900000","USD","Compute","AmazonEKS","Asia Pacific (Singapore)","AWS Region",,"APS1-EKS-Auto:m6idn.2xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","m6idn.2xlarge",,"ap-southeast-1","Amazon Elastic Container Service for Kubernetes",,
"25ETA6ND3YTHP2AZ","JRTCKXETXF","25ETA6ND3YTHP2AZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.33024 per hour for EKS Auto Mode management of c5a.16xlarge in Asia Pacific (Seoul)","2026-08-01","0","Inf","hours","0.3302400000","USD","Compute","AmazonEKS","Asia Pacific (Seoul)","AWS Region",,"APN2-EKS-Auto:c5a.16xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","c5a.16xlarge",,"ap-northeast-2","Amazon Elastic Container Service for Kubernetes",,
"25J95V3BKQY9C6Y5","JRTCKXETXF","25J95V3BKQY9C6Y5.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.28608 per hour for EKS Auto Mode management of r5b.8xlarge in US East (N. Virginia)","2026-08-01","0","Inf","hours","0.2860800000","USD","Compute","AmazonEKS","US East (N. Virginia)","AWS Region",,"EKS-Auto:r5b.8xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","r5b.8xlarge",,"us-east-1","Amazon Elastic Container Service for Kubernetes",,
"25JD8A4F6Q42A99M","JRTCKXETXF","25JD8A4F6Q42A99M.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01895 per hour for EKS Auto Mode management of r5b.large in EU (Stockholm)","2026-08-01","0","Inf","hours","0.0189500000","USD","Compute","AmazonEKS","EU (Stockholm)","AWS Region",,"EUN1-EKS-Auto:r5b.large-management-hours","EKSAutoUsage",,,,"AutoMode","r5b.large",,"eu-north-1","Amazon Elastic Container Service for Kubernetes",,
"25K233BY7N6KYKKX","JRTCKXETXF","25K233BY7N6KYKKX.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02378 per hour for EKS Auto Mode management of c7g.xlarge in Asia Pacific (New Zealand)","2026-08-01","0","Inf","hours","0.0237800000","USD","Compute","AmazonEKS","Asia Pacific (New Zealand)","AWS Region",,"APS8-EKS-Auto:c7g.xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","c7g.xlarge",,"ap-southeast-6","Amazon Elastic Container Service for Kubernetes",,
"25KSF3ZKGBQFVR6R","JRTCKXETXF","25KSF3ZKGBQFVR6R.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.03432 per hour for EKS Auto Mode management of m5d.xlarge in AWS GovCloud (US-West)","2026-08-01","0","Inf","hours","0.0343200000","USD","Compute","AmazonEKS","AWS GovCloud (US-West)","AWS Region",,"UGW1-EKS-Auto:m5d.xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","m5d.xlarge",,"us-gov-west-1","Amazon Elastic Container Service for Kubernetes",,
"25M8KGH2U46G9MHT","JRTCKXETXF","25M8KGH2U46G9MHT.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.35635 per hour for EKS Auto Mode management of c6gd.16xlarge in AWS GovCloud (US-East)","2026-08-01","0","Inf","hours","0.3563500000","USD","Compute","AmazonEKS","AWS GovCloud (US-East)","AWS Region",,"UGE1-EKS-Auto:c6gd.16xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","c6gd.16xlarge",,"us-gov-east-1","Amazon Elastic Container Service for Kubernetes",,
"25MBRZQC6ST6WSG3","JRTCKXETXF","25MBRZQC6ST6WSG3.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.71992 per hour for EKS Auto Mode management of r8g.16xlarge in South America (Sao Paulo)","2026-08-01","0","Inf","hours","0.7199200000","USD","Compute","AmazonEKS","South America (Sao Paulo)","AWS Region",,"SAE1-EKS-Auto:r8g.16xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","r8g.16xlarge",,"sa-east-1","Amazon Elastic Container Service for Kubernetes",,
"25NDWHC6TGH84W4E","JRTCKXETXF","25NDWHC6TGH84W4E.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.08206 per hour for EKS Auto Mode management of g4dn.2xlarge in Asia Pacific (Singapore)","2026-08-01","0","Inf","hours","0.0820600000","USD","Compute","AmazonEKS","Asia Pacific (Singapore)","AWS Region",,"APS1-EKS-Auto:g4dn.2xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","g4dn.2xlarge",,"ap-southeast-1","Amazon Elastic Container Service for Kubernetes",,
"25NX9AV4YN6P2BHB","JRTCKXETXF","25NX9AV4YN6P2BHB.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.04320 per hour for EKS Auto Mode management of i3en.large in South America (Sao Paulo)","2026-08-01","0","Inf","hours","0.0432000000","USD","Compute","AmazonEKS","South America (Sao Paulo)","AWS Region",,"SAE1-EKS-Auto:i3en.large-management-hours","EKSAutoUsage",,,,"AutoMode","i3en.large",,"sa-east-1","Amazon Elastic Container Service for Kubernetes",,
"25SK3RWUXJQSEBH9","JRTCKXETXF","25SK3RWUXJQSEBH9.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.29568 per hour for EKS Auto Mode management of c5a.16xlarge in US East (Ohio)","2026-08-01","0","Inf","hours","0.2956800000","USD","Compute","AmazonEKS","US East (Ohio)","AWS Region",,"USE2-EKS-Auto:c5a.16xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","c5a.16xlarge",,"us-east-2","Amazon Elastic Container Service for Kubernetes",,
"25TTC8MHR7Z9KJC6","JRTCKXETXF","25TTC8MHR7Z9KJC6.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.07488 per hour for EKS Auto Mode management of i3.2xlarge in US West (Oregon)","2026-08-01","0","Inf","hours","0.0748800000","USD","Compute","AmazonEKS","US West (Oregon)","AWS Region",,"USW2-EKS-Auto:i3.2xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","i3.2xlarge",,"us-west-2","Amazon Elastic Container Service for Kubernetes",,
"25WMWK733N2DQ9UW","JRTCKXETXF","25WMWK733N2DQ9UW.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.79836 per hour for EKS Auto Mode management of i4i.16xlarge in Middle East (Bahrain)","2026-08-01","0","Inf","hours","0.7983600000","USD","Compute","AmazonEKS","Middle East (Bahrain)","AWS Region",,"MES1-EKS-Auto:i4i.16xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","i4i.16xlarge",,"me-south-1","Amazon Elastic Container Service for Kubernetes",,
"25WXA46HB6GA7ZM6","JRTCKXETXF","25WXA46HB6GA7ZM6.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.11189 per hour for EKS Auto Mode management of c6id.4xlarge in EU (Frankfurt)","2026-08-01","0","Inf","hours","0.1118900000","USD","Compute","AmazonEKS","EU (Frankfurt)","AWS Region",,"EUC1-EKS-Auto:c6id.4xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","c6id.4xlarge",,"eu-central-1","Amazon Elastic Container Service for Kubernetes",,
"25WZFQHZZPAGPSA3","JRTCKXETXF","25WZFQHZZPAGPSA3.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.10992 per hour for EKS Auto Mode management of c6gn.4xlarge in Asia Pacific (Hong Kong)","2026-08-01","0","Inf","hours","0.1099200000","USD","Compute","AmazonEKS","Asia Pacific (Hong Kong)","AWS Region",,"APE1-EKS-Auto:c6gn.4xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","c6gn.4xlarge",,"ap-east-1","Amazon Elastic Container Service for Kubernetes",,
"25XY9YAYXWBCK8ZY","JRTCKXETXF","25XY9YAYXWBCK8ZY.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.27648 per hour for EKS Auto Mode management of m6g.12xlarge in Asia Pacific (Melbourne)","2026-08-01","0","Inf","hours","0.2764800000","USD","Compute","AmazonEKS","Asia Pacific (Melbourne)","AWS Region",,"APS6-EKS-Auto:m6g.12xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","m6g.12xlarge",,"ap-southeast-4","Amazon Elastic Container Service for Kubernetes",,
"264WH9KK9MMGU5YT","JRTCKXETXF","264WH9KK9MMGU5YT.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.63260 per hour for EKS Auto Mode management of d3en.8xlarge in Asia Pacific (Singapore)","2026-08-01","0","Inf","hours","0.6326000000","USD","Compute","AmazonEKS","Asia Pacific (Singapore)","AWS Region",,"APS1-EKS-Auto:d3en.8xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","d3en.8xlarge",,"ap-southeast-1","Amazon Elastic Container Service for Kubernetes",,
"265JTM44K84JNQVS","JRTCKXETXF","265JTM44K84JNQVS.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.08496 per hour for EKS Auto Mode management of i3.2xlarge in Asia Pacific (Hyderabad)","2026-08-01","0","Inf","hours","0.0849600000","USD","Compute","AmazonEKS","Asia Pacific (Hyderabad)","AWS Region",,"APS5-EKS-Auto:i3.2xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","i3.2xlarge",,"ap-south-2","Amazon Elastic Container Service for Kubernetes",,
"266KCP7KG3MM3KDC","JRTCKXETXF","266KCP7KG3MM3KDC.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.19584 per hour for EKS Auto Mode management of c6i.8xlarge in AWS GovCloud (US-East)","2026-08-01","0","Inf","hours","0.1958400000","USD","Compute","AmazonEKS","AWS GovCloud (US-East)","AWS Region",,"UGE1-EKS-Auto:c6i.8xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","c6i.8xlarge",,"us-gov-east-1","Amazon Elastic Container Service for Kubernetes",,
"267KWBWQFE949SQM","JRTCKXETXF","267KWBWQFE949SQM.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.51702 per hour for EKS Auto Mode management of m8g.metal-24xl in US East (Ohio)","2026-08-01","0","Inf","hours","0.5170200000","USD","Compute","AmazonEKS","US East (Ohio)","AWS Region",,"USE2-EKS-Auto:m8g.metal-24xl-management-hours","EKSAutoUsage",,,,"AutoMode","m8g.metal-24xl",,"us-east-2","Amazon Elastic Container Service for Kubernetes",,
"268D86A2AXGC2467","JRTCKXETXF","268D86A2AXGC2467.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02004 per hour for EKS Auto Mode management of x2gd.large in US East (Ohio)","2026-08-01","0","Inf","hours","0.0200400000","USD","Compute","AmazonEKS","US East (Ohio)","AWS Region",,"USE2-EKS-Auto:x2gd.large-management-hours","EKSAutoUsage",,,,"AutoMode","x2gd.large",,"us-east-2","Amazon Elastic Container Service for Kubernetes",,
"26AHV9MTTPEQTFTH","JRTCKXETXF","26AHV9MTTPEQTFTH.JRTCKXETXF.6YS6EN2CT7","OnDemand","$2.55468 per hour for EKS Auto Mode management of c8id.metal-96xl in US East (Ohio)","2026-08-01","0","Inf","hours","2.5546800000","USD","Compute","AmazonEKS","US East (Ohio)","AWS Region",,"USE2-EKS-Auto:c8id.metal-96xl-management-hours","EKSAutoUsage",,,,"AutoMode","c8id.metal-96xl",,"us-east-2","Amazon Elastic Container Service for Kubernetes",,
"26DFZACGQCN5K35S","JRTCKXETXF","26DFZACGQCN5K35S.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.29889 per hour for EKS Auto Mode management of c8g.12xlarge in Asia Pacific (Melbourne)","2026-08-01","0","Inf","hours","0.2988900000","USD","Compute","AmazonEKS","Asia Pacific (Melbourne)","AWS Region",,"APS6-EKS-Auto:c8g.12xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","c8g.12xlarge",,"ap-southeast-4","Amazon Elastic Container Service for Kubernetes",,
"26GQFC965SYU6M5H","JRTCKXETXF","26GQFC965SYU6M5H.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.12960 per hour for EKS Auto Mode management of c5n.4xlarge in US West (N. California)","2026-08-01","0","Inf","hours","0.1296000000","USD","Compute","AmazonEKS","US West (N. California)","AWS Region",,"USW1-EKS-Auto:c5n.4xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","c5n.4xlarge",,"us-west-1","Amazon Elastic Container Service for Kubernetes",,
